City,CurrTemp,WindSpeed,Humidity
Kos,23.2°C / 73.8°F,14 mph,61%
Moskháton,24.3°C / 75.8°F,8 mph,48%
Mytilíni,22.4°C / 72.3°F,13 mph,47%
Náfpaktos,24.7°C / 76.5°F,2 mph,38%
Paphos,25.3°C / 77.6°F,11 mph,79%
Pátra,25.2°C / 77.4°F,3 mph,36%
Piraeus,24.3°C / 75.8°F,8 mph,45%
Préveza,25.6°C / 78°F,13 mph,76%
Réthymno,24.7°C / 76.4°F,10 mph,74%
Rhodes,23.4°C / 74.2°F,15 mph,36%
Salamís,24.3°C / 75.8°F,8 mph,42%
Thessaloníki,25.4°C / 77.8°F,11 mph,48%
Voúla,24.5°C / 76.1°F,16 mph,37%
Mesolóngi,24.8°C / 76.7°F,5 mph,54%
Aasiaat,3°C / 37.4°F,4 mph,82%
Ilulissat,0.8°C / 33.4°F,8 mph,75%
Maniitsoq,3°C / 37.4°F,16 mph,95%
Nanortalik,2°C / 35.6°F,13 mph,80%
Narsaq,1.4°C / 34.6°F,7 mph,68%
Nuuk,2.3°C / 36.2°F,10 mph,87%
Qaqortoq,1.7°C / 35.1°F,2 mph,90%
Qasigiannguit,2.3°C / 36.2°F,9 mph,73%
Sisimiut,1.7°C / 35.1°F,7 mph,85%
Tasiilaq,-0.4°C / 31.2°F,5 mph,78%
Upernavik,1.6°C / 34.8°F,13 mph,94%
Uummannaq,0.2°C / 32.4°F,4 mph,69%
Akranes,9.5°C / 49.1°F,4 mph,88%
Akureyri,7.1°C / 44.7°F,5 mph,93%
Álftanes,9.5°C / 49.1°F,5 mph,81%
Borgarnes,9.4°C / 48.9°F,2 mph,91%
Dalvík,6.8°C / 44.3°F,2 mph,90%
Grindavík,9.7°C / 49.4°F,4 mph,83%
Höfn,9.3°C / 48.7°F,4 mph,83%
Húsavík,7.1°C / 44.8°F,2 mph,95%
Ísafjörður,8°C / 46.4°F,5 mph,81%
Keflavík,9.4°C / 49°F,6 mph,87%
Kópavogur,9.9°C / 49.8°F,3 mph,76%
Njarðvík,9.4°C / 49°F,6 mph,87%
Reykjavík,9.9°C / 49.8°F,6 mph,81%
Sandgerði,9.4°C / 48.9°F,6 mph,87%
Seltjarnarnes,9.7°C / 49.5°F,5 mph,81%
Siglufjörður,7.2°C / 45°F,2 mph,88%
Stykkishólmur,7.9°C / 46.3°F,6 mph,89%
Vestmannaeyjar,10.1°C / 50.1°F,10 mph,90%
Þorlákshöfn,9.9°C / 49.8°F,10 mph,74%
An,12.8°C / 55°F,3 mph,76%
Arklow,12.4°C / 54.4°F,10 mph,77%
Balbriggan,12.8°C / 55°F,8 mph,47%
Ballybunnion,13.8°C / 56.9°F,5 mph,92%
Bantry,13.9°C / 57.1°F,3 mph,77%
Blackrock,12.8°C / 55°F,3 mph,85%
Bray,12.6°C / 54.6°F,13 mph,54%
Bundoran,13.3°C / 56°F,1 mph,86%
Carrigaline,14.8°C / 58.7°F,8 mph,94%
Clifden,13.7°C / 56.6°F,10 mph,79%
Clonakilty,14.4°C / 57.9°F,9 mph,75%
Cork,14.7°C / 58.4°F,8 mph,94%
Dingle,13.7°C / 56.6°F,11 mph,78%
Donegal,13.3°C / 55.9°F,6 mph,59%
Drogheda,12.8°C / 55°F,7 mph,83%
Dublin,12.8°C / 55°F,8 mph,64%
Dún,12.7°C / 54.8°F,11 mph,63%
Dungarvan,15°C / 59°F,2 mph,87%
Dunmore,14.3°C / 57.8°F,2 mph,72%
Gaillimh,13.9°C / 57°F,10 mph,71%
Greystones,12.4°C / 54.3°F,11 mph,71%
Killybegs,13.4°C / 56.2°F,2 mph,89%
Kilrush,13.8°C / 56.9°F,6 mph,83%
Laytown,12.8°C / 55°F,2 mph,88%
Loch,13.2°C / 55.8°F,6 mph,90%
Malahide,12.8°C / 55°F,9 mph,62%
Monkstown,12.7°C / 54.8°F,15 mph,70%
Moville,12.2°C / 53.9°F,2 mph,87%
Passage,14.8°C / 58.6°F,8 mph,94%
Portmarnock,12.8°C / 55°F,8 mph,67%
Portraine,12.8°C / 55°F,3 mph,67%
Rosslare,13.2°C / 55.8°F,7 mph,90%
Shannon,13.7°C / 56.6°F,1 mph,94%
Skerries,12.8°C / 55°F,6 mph,81%
Trá,14.6°C / 58.2°F,8 mph,76%
Youghal,14.9°C / 58.9°F,2 mph,87%
Agropoli,25.9°C / 78.7°F,8 mph,52%
Albenga,24.1°C / 75.3°F,4 mph,61%
Alghero,25.1°C / 77.1°F,9 mph,49%
Ancona,25°C / 77°F,3 mph,58%
Anzio,24.9°C / 76.8°F,7 mph,66%
Augusta,25.3°C / 77.6°F,4 mph,51%
Bacoli,25.9°C / 78.6°F,2 mph,64%
Bagnoli,25.9°C / 78.6°F,3 mph,58%
Bari,25.2°C / 77.3°F,6 mph,57%
Barletta,25.4°C / 77.8°F,7 mph,61%
Bisceglie,25.3°C / 77.6°F,3 mph,63%
Cagliari,24.4°C / 76°F,11 mph,51%
Catania,25.9°C / 78.7°F,16 mph,32%
Cervia,25.6°C / 78°F,13 mph,59%
Cesenatico,25.6°C / 78°F,16 mph,71%
Chioggia,25.3°C / 77.6°F,3 mph,63%
Civitanova,25.3°C / 77.6°F,7 mph,62%
Civitavecchia,24.6°C / 76.2°F,5 mph,71%
Crotone,25.1°C / 77.2°F,10 mph,55%
Follonica,25.2°C / 77.3°F,6 mph,46%
Formia,25.3°C / 77.5°F,3 mph,64%
Francavilla,25.2°C / 77.4°F,5 mph,80%
Gaeta,25.2°C / 77.4°F,4 mph,76%
Gallipoli,25.2°C / 77.4°F,13 mph,70%
Genoa,25.4°C / 77.7°F,7 mph,63%
Giovinazzo,25.2°C / 77.4°F,7 mph,63%
Imperia,23.5°C / 74.3°F,2 mph,66%
Ischia,25.7°C / 78.3°F,14 mph,85%
La,25.9°C / 78.7°F,5 mph,67%
Licata,24.9°C / 76.8°F,6 mph,62%
Livorno,25.3°C / 77.5°F,4 mph,68%
Manfredonia,26.1°C / 78.9°F,5 mph,42%
Marina,25.7°C / 78.2°F,3 mph,64%
Marsala,24.8°C / 76.6°F,5 mph,68%
Messina,26.1°C / 78.9°F,5 mph,63%
Mestre,25.2°C / 77.4°F,13 mph,37%
Milazzo,26.6°C / 79.9°F,6 mph,65%
Molfetta,25.2°C / 77.4°F,2 mph,66%
Monopoli,25.1°C / 77.1°F,10 mph,76%
Naples,25.9°C / 78.6°F,9 mph,61%
Nettuno,24.9°C / 76.8°F,5 mph,70%
Ortona,25.2°C / 77.3°F,4 mph,69%
Palermo,26.2°C / 79.1°F,7 mph,25%
Pescara,25.2°C / 77.4°F,2 mph,69%
Polignano,25.1°C / 77.1°F,11 mph,80%
Portici,25.8°C / 78.4°F,3 mph,59%
Porto,24.8°C / 76.6°F,3 mph,57%
Porto,25.1°C / 77.2°F,8 mph,64%
Porto,25.2°C / 77.4°F,8 mph,65%
Pozzallo,24.9°C / 76.8°F,7 mph,41%
Pozzuoli,26.1°C / 78.9°F,3 mph,54%
Rapallo,25.3°C / 77.6°F,3 mph,75%
Reggio,25.7°C / 78.3°F,10 mph,55%
Rimini,25.3°C / 77.6°F,6 mph,77%
Roseto,25.3°C / 77.5°F,5 mph,42%
Salerno,25.6°C / 78°F,5 mph,58%
San,22.9°C / 73.2°F,5 mph,67%
Savona,24.8°C / 76.6°F,5 mph,62%
Sciacca,24.6°C / 76.3°F,8 mph,46%
Sestri,25.2°C / 77.3°F,5 mph,72%
Siracusa,25.3°C / 77.5°F,2 mph,62%
Sorrento,25.8°C / 78.4°F,4 mph,79%
Taranto,25.4°C / 77.8°F,6 mph,42%
Termini,26.7°C / 80°F,4 mph,55%
Tor,24.8°C / 76.7°F,3 mph,84%
Torre,25.8°C / 78.4°F,3 mph,77%
Torre,25.8°C / 78.4°F,2 mph,72%
Trani,25.3°C / 77.6°F,4 mph,62%
Trapani,25.1°C / 77.2°F,2 mph,51%
Trieste,24.3°C / 75.8°F,11 mph,45%
Venice,25.2°C / 77.3°F,9 mph,37%
Viareggio,25.3°C / 77.6°F,2 mph,38%
Vico,25.8°C / 78.4°F,2 mph,81%
Carnikava,16.4°C / 61.5°F,12 mph,60%
Daugavgrīva,16.5°C / 61.7°F,3 mph,94%
Engure,16.8°C / 62.2°F,10 mph,83%
Mērsrags,16.7°C / 62°F,10 mph,83%
Salacgrīva,15.4°C / 59.8°F,9 mph,70%
Saulkrasti,16.1°C / 60.9°F,13 mph,64%
Ventspils,17.1°C / 62.8°F,5 mph,100%
Klaipėda,17.6°C / 63.7°F,16 mph,58%
Neringa,17.4°C / 63.4°F,19 mph,83%
Nida,17.4°C / 63.3°F,17 mph,77%
Birżebbuġa,25.2°C / 77.4°F,5 mph,88%
Bugibba,25.3°C / 77.5°F,5 mph,86%
Cospicua,25.2°C / 77.3°F,5 mph,83%
Floriana,25.2°C / 77.3°F,3 mph,83%
Gżira,25.2°C / 77.4°F,5 mph,83%
Għajnsielem,25.3°C / 77.5°F,4 mph,83%
Imsida,25.2°C / 77.4°F,5 mph,83%
Kalkara,25.2°C / 77.3°F,3 mph,83%
Marsa,25.2°C / 77.4°F,3 mph,83%
Marsaxlokk,25.2°C / 77.4°F,8 mph,69%
Mellieha,25.2°C / 77.4°F,5 mph,86%
Mġarr,25.3°C / 77.5°F,3 mph,86%
Paola,25.2°C / 77.4°F,9 mph,48%
Pembroke,25.2°C / 77.4°F,5 mph,83%
Pietà,25.2°C / 77.4°F,5 mph,88%
Qala,25.3°C / 77.5°F,4 mph,83%
Qawra,25.2°C / 77.4°F,5 mph,86%
Saint,25.2°C / 77.4°F,5 mph,88%
Saint,25.2°C / 77.4°F,5 mph,86%
Sannat,25.3°C / 77.5°F,3 mph,83%
Senglea,25.2°C / 77.3°F,3 mph,83%
Sliema,25.2°C / 77.4°F,3 mph,53%
Swieqi,25.2°C / 77.4°F,5 mph,83%
Ta’,25.2°C / 77.4°F,5 mph,83%
Valletta,25.2°C / 77.3°F,6 mph,57%
Vittoriosa,25.2°C / 77.3°F,2 mph,54%
Fontvieille,22.9°C / 73.2°F,9 mph,53%
La,22.9°C / 73.2°F,10 mph,52%
Monaco,22.9°C / 73.2°F,7 mph,52%
Moneghetti,22.9°C / 73.2°F,10 mph,52%
Monte-Carlo,22.9°C / 73.2°F,10 mph,52%
Bar,25.1°C / 77.1°F,9 mph,63%
Budva,25.1°C / 77.1°F,1 mph,41%
Dobrota,25.3°C / 77.5°F,5 mph,56%
Herceg-Novi,25.1°C / 77.2°F,10 mph,73%
Igalo,25.1°C / 77.2°F,1 mph,52%
Kotor,25.3°C / 77.5°F,2 mph,44%
Lipci,25.1°C / 77.2°F,6 mph,51%
Petrovac,25.1°C / 77.2°F,10 mph,61%
Risan,25.2°C / 77.4°F,6 mph,51%
Šušanj,25°C / 77°F,8 mph,59%
Sutomore,25°C / 77°F,9 mph,62%
Tivat,25.3°C / 77.5°F,5 mph,53%
Almere,19.2°C / 66.6°F,7 mph,80%
Amsterdam,18.4°C / 65.2°F,1 mph,77%
Borssele,17.7°C / 63.9°F,7 mph,76%
Bruinisse,18.8°C / 65.8°F,1 mph,56%
Den,17.6°C / 63.6°F,6 mph,54%
Den,18.1°C / 64.5°F,10 mph,81%
Egmond,17.4°C / 63.3°F,4 mph,58%
Enkhuizen,18.8°C / 65.9°F,1 mph,84%
Harlingen,17.3°C / 63.2°F,5 mph,81%
Hoek,17.7°C / 63.8°F,4 mph,55%
Hoorn,18.7°C / 65.7°F,8 mph,80%
Lemmer,18.8°C / 65.8°F,1 mph,64%
Makkum,17.8°C / 64°F,5 mph,77%
Marken,19.2°C / 66.6°F,8 mph,80%
Monnickendam,19.1°C / 66.3°F,2 mph,82%
Nes,17.3°C / 63.1°F,8 mph,79%
Oost-Vlieland,17°C / 62.6°F,7 mph,64%
Scharendijke,17.7°C / 63.9°F,12 mph,77%
Scheveningen,17.6°C / 63.6°F,2 mph,78%
Tholen,19.1°C / 66.3°F,8 mph,74%
Urk,18.9°C / 66.1°F,7 mph,71%
Vlissingen,17.6°C / 63.7°F,9 mph,78%
Volendam,18.9°C / 66.1°F,8 mph,79%
West-Terschelling,17.1°C / 62.7°F,7 mph,69%
Willemstad,18.9°C / 66°F,1 mph,59%
Yerseke,18.6°C / 65.5°F,8 mph,73%
Ålesund,12.1°C / 53.8°F,14 mph,88%
Arendal,16.3°C / 61.3°F,12 mph,77%
Askøy,12.2°C / 54°F,7 mph,100%
Bergen,12.2°C / 53.9°F,9 mph,94%
Fredrikstad,16.9°C / 62.5°F,8 mph,77%
Harstad,9.7°C / 49.4°F,4 mph,100%
Haugesund,13.4°C / 56.1°F,10 mph,100%
Horten,17.7°C / 63.8°F,6 mph,68%
Kristiansand,15.9°C / 60.6°F,11 mph,72%
Kristiansund,13.6°C / 56.5°F,10 mph,82%
Mo,12.7°C / 54.8°F,6 mph,93%
Moss,17.3°C / 63.1°F,6 mph,62%
Oslo,17.9°C / 64.2°F,4 mph,42%
Sandefjord,16.8°C / 62.3°F,8 mph,81%
Sandnes,13.8°C / 56.9°F,11 mph,94%
Stavanger,13.8°C / 56.8°F,10 mph,95%
Steinkjer,10.9°C / 51.7°F,4 mph,99%
Tromsø,8.6°C / 47.4°F,13 mph,87%
Trondheim,12.2°C / 54°F,3 mph,94%
Tønsberg,16.9°C / 62.4°F,5 mph,78%
Chłapowo,17.3°C / 63.1°F,14 mph,88%
Dziwnów,19.5°C / 67.1°F,10 mph,84%
Gdańsk,18.1°C / 64.5°F,8 mph,87%
Gdynia,17.6°C / 63.6°F,6 mph,82%
Grzybowo,18.8°C / 65.8°F,15 mph,67%
Hel,17.3°C / 63.2°F,14 mph,69%
Kamień,19.7°C / 67.4°F,10 mph,80%
Krynica,17.8°C / 64.1°F,16 mph,66%
Mielno,18.1°C / 64.6°F,13 mph,85%
Mrzeżyno,18.8°C / 65.9°F,11 mph,83%
Nowe,21.8°C / 71.3°F,10 mph,74%
Puck,17.3°C / 63.1°F,11 mph,78%
Sopot,17.7°C / 63.9°F,17 mph,82%
Stepnica,21.9°C / 71.5°F,8 mph,71%
Tolkmicko,17.9°C / 64.3°F,9 mph,93%
Wolin,20.6°C / 69.1°F,10 mph,73%
Albufeira,19.6°C / 67.3°F,4 mph,80%
Alcochete,19.2°C / 66.6°F,6 mph,81%
Aldeia,19.1°C / 66.3°F,7 mph,78%
Algés,18.9°C / 66°F,6 mph,78%
Alhandra,19.2°C / 66.6°F,3 mph,82%
Almada,19.1°C / 66.3°F,19 mph,53%
Alvor,19.2°C / 66.6°F,8 mph,86%
Amadora,18.9°C / 66°F,6 mph,79%
Amora,19°C / 66.2°F,7 mph,78%
Angra,18.6°C / 65.5°F,2 mph,94%
Armação,19.5°C / 67.1°F,13 mph,83%
Arrentela,19°C / 66.2°F,7 mph,78%
Aver-o-Mar,17.4°C / 63.3°F,2 mph,100%
Buarcos,18.6°C / 65.5°F,2 mph,92%
Cacilhas,19.1°C / 66.3°F,7 mph,80%
Campanário,21.4°C / 70.5°F,3 mph,89%
Caniçal,21.2°C / 70.1°F,10 mph,82%
Caniço,21.4°C / 70.5°F,5 mph,86%
Cascais,18.7°C / 65.6°F,9 mph,52%
Corroios,19.1°C / 66.3°F,7 mph,78%
Ericeira,18.7°C / 65.6°F,2 mph,79%
Espinho,17.3°C / 63.2°F,2 mph,85%
Esposende,17.3°C / 63.1°F,5 mph,89%
Esposende,17.3°C / 63.1°F,5 mph,89%
Estoril,18.7°C / 65.6°F,9 mph,52%
Fajã,21.3°C / 70.3°F,8 mph,73%
Fajã,19.4°C / 66.9°F,5 mph,75%
Faro,20.1°C / 68.2°F,3 mph,94%
Figueira,18.6°C / 65.5°F,1 mph,72%
Funchal,21.4°C / 70.5°F,6 mph,81%
Horta,19.1°C / 66.4°F,5 mph,90%
Lagos,19.3°C / 66.7°F,9 mph,87%
Leça,17.4°C / 63.3°F,1 mph,86%
Lisbon,19.1°C / 66.3°F,7 mph,80%
Machico,21.2°C / 70.2°F,10 mph,83%
Madalena,19°C / 66.2°F,4 mph,89%
Matosinhos,17.4°C / 63.3°F,6 mph,66%
Monte,18.7°C / 65.6°F,14 mph,63%
Montijo,19.2°C / 66.5°F,5 mph,82%
Moscavide,19.1°C / 66.4°F,9 mph,78%
Nazaré,18.9°C / 66°F,2 mph,94%
Olhão,20.3°C / 68.5°F,3 mph,73%
Paço,18.7°C / 65.6°F,6 mph,71%
Peniche,18.8°C / 65.9°F,3 mph,75%
Piedade,19.1°C / 66.3°F,6 mph,78%
Ponta,19.3°C / 66.8°F,13 mph,88%
Ponta,21.3°C / 70.4°F,4 mph,81%
Portimão,19.3°C / 66.7°F,9 mph,60%
Porto,17.3°C / 63.2°F,6 mph,100%
Póvoa,19.2°C / 66.6°F,0 mph,81%
Póvoa,17.4°C / 63.3°F,1 mph,94%
Praia,18.7°C / 65.6°F,9 mph,88%
Quarteira,19.7°C / 67.5°F,3 mph,85%
Rosto,19.4°C / 66.9°F,5 mph,75%
Sagres,19.4°C / 66.9°F,9 mph,82%
São,19.1°C / 66.4°F,6 mph,81%
São,18.8°C / 65.8°F,8 mph,88%
São,21.3°C / 70.4°F,5 mph,90%
Sesimbra,18.8°C / 65.9°F,12 mph,75%
Setúbal,18.9°C / 66°F,8 mph,65%
Sines,18.8°C / 65.9°F,6 mph,85%
Tavira,20.6°C / 69.1°F,5 mph,61%
Trafaria,18.8°C / 65.9°F,6 mph,78%
Viana,17.2°C / 63°F,4 mph,89%
Vila,20.9°C / 69.7°F,9 mph,83%
Vila,19.2°C / 66.5°F,4 mph,92%
Vila,19.5°C / 67.1°F,6 mph,84%
Vila,18.8°C / 65.9°F,2 mph,92%
Ankaran,24.4°C / 75.9°F,4 mph,44%
Izola,24.6°C / 76.2°F,11 mph,27%
Jagodje,24.6°C / 76.2°F,8 mph,60%
Koper,24.4°C / 76°F,6 mph,56%
Pirano,24.6°C / 76.3°F,8 mph,60%
Portorož,24.6°C / 76.3°F,11 mph,29%
A,16.3°C / 61.3°F,9 mph,72%
A,17.1°C / 62.8°F,5 mph,85%
Adra,20.9°C / 69.7°F,1 mph,69%
Agaete,20.9°C / 69.6°F,18 mph,81%
Aguadulce,20.9°C / 69.7°F,6 mph,39%
Águilas,22.3°C / 72.2°F,5 mph,52%
Agulo,21.8°C / 71.3°F,2 mph,73%
Alcocéber,25.1°C / 77.2°F,2 mph,68%
Algeciras,20.2°C / 68.4°F,15 mph,69%
Algorta,19.5°C / 67.1°F,12 mph,28%
Alicante,23.4°C / 74.2°F,0 mph,62%
Almería,21°C / 69.8°F,7 mph,38%
Almuñécar,20.5°C / 68.9°F,4 mph,60%
Altafulla,24.8°C / 76.7°F,2 mph,68%
Altea,23.8°C / 74.8°F,2 mph,44%
Arenys,23.5°C / 74.3°F,3 mph,69%
Ares,16.4°C / 61.5°F,2 mph,85%
Argoños,19.6°C / 67.3°F,4 mph,66%
Arrecife,21.2°C / 70.2°F,22 mph,78%
Axpe-San,20.2°C / 68.4°F,7 mph,44%
Ayamonte,20.9°C / 69.6°F,7 mph,70%
Badalona,23.9°C / 75.1°F,6 mph,62%
Baiona,16.9°C / 62.4°F,5 mph,87%
Bakio,20.1°C / 68.2°F,5 mph,66%
Barbate,21.3°C / 70.3°F,6 mph,87%
Barcelona,24.2°C / 75.5°F,6 mph,62%
Bárcena,19.6°C / 67.2°F,3 mph,56%
Barlovento,21.8°C / 71.2°F,17 mph,93%
Benicarló,25.4°C / 77.7°F,2 mph,69%
Benicàssim,24.7°C / 76.5°F,2 mph,58%
Benidorm,23.7°C / 74.7°F,2 mph,44%
Bermeo,20.2°C / 68.4°F,12 mph,46%
Blanes,23.2°C / 73.7°F,3 mph,70%
Boiro,17.1°C / 62.8°F,3 mph,94%
Buenavista,21.9°C / 71.5°F,17 mph,79%
Bueu,16.8°C / 62.2°F,5 mph,77%
Cadaqués,22.2°C / 71.9°F,4 mph,84%
Cadiz,21.8°C / 71.2°F,3 mph,57%
Calp,23.6°C / 74.5°F,9 mph,52%
Camariñas,16.6°C / 61.8°F,7 mph,92%
Cambados,16.9°C / 62.5°F,3 mph,82%
Cambrils,25.1°C / 77.1°F,5 mph,64%
Candelaria,21.8°C / 71.2°F,22 mph,46%
Cangas,16.8°C / 62.2°F,3 mph,88%
Carboneras,21.6°C / 70.8°F,9 mph,59%
Cariño,17.2°C / 62.9°F,6 mph,86%
Cartagena,23.1°C / 73.5°F,7 mph,48%
Castell-Platja,22.9°C / 73.2°F,5 mph,61%
Castelló,24.6°C / 76.3°F,1 mph,47%
Castro-Urdiales,19.6°C / 67.3°F,12 mph,47%
Castropol,17.4°C / 63.4°F,1 mph,84%
Cedeira,16.7°C / 62.1°F,8 mph,86%
Cee,16.4°C / 61.6°F,5 mph,87%
Ceuta,21.3°C / 70.4°F,11 mph,85%
Chipiona,22°C / 71.6°F,5 mph,57%
Ciutat,24.1°C / 75.4°F,3 mph,78%
Colera,22.3°C / 72.2°F,3 mph,84%
Colindres,19.6°C / 67.3°F,3 mph,56%
Combarro,16.7°C / 62.1°F,3 mph,94%
Comillas,19.1°C / 66.4°F,5 mph,64%
Corcubión,16.4°C / 61.6°F,5 mph,89%
Corralejo,21.3°C / 70.4°F,16 mph,80%
Cudillero,17.8°C / 64°F,6 mph,85%
Deba,20.3°C / 68.6°F,7 mph,39%
Denia,23.4°C / 74.2°F,11 mph,61%
Donostia,20.5°C / 68.9°F,2 mph,63%
Ea,20.3°C / 68.6°F,6 mph,45%
Eixample,24.2°C / 75.5°F,6 mph,68%
El,19.4°C / 67°F,3 mph,51%
el,23.5°C / 74.3°F,1 mph,55%
El,21.3°C / 70.4°F,16 mph,89%
El,21.7°C / 71.1°F,3 mph,63%
El,20.7°C / 69.2°F,2 mph,67%
Elantxobe,20.3°C / 68.6°F,6 mph,45%
Elexalde,19.7°C / 67.5°F,10 mph,34%
Empuriabrava,22.6°C / 72.7°F,4 mph,82%
es,24.8°C / 76.7°F,3 mph,63%
Es,24.5°C / 76.1°F,0 mph,83%
Escalante,19.6°C / 67.2°F,1 mph,48%
Estepona,20°C / 68°F,7 mph,57%
Ferrol,16.4°C / 61.6°F,3 mph,77%
Figueras,17.4°C / 63.4°F,1 mph,84%
Fisterra,16.4°C / 61.6°F,5 mph,91%
Garachico,21.9°C / 71.5°F,11 mph,70%
Garrucha,21.9°C / 71.4°F,4 mph,58%
Getaria,20.3°C / 68.6°F,4 mph,71%
Gijón,18.2°C / 64.7°F,3 mph,59%
Groa,24.3°C / 75.7°F,2 mph,62%
Guardamar,23.3°C / 73.9°F,1 mph,41%
Hondarribia,20.6°C / 69°F,3 mph,72%
Horta-Guinardó,24.1°C / 75.3°F,3 mph,78%
Huelva,21.2°C / 70.2°F,8 mph,47%
Ibiza,23.9°C / 75.1°F,7 mph,59%
Irun,20.6°C / 69°F,2 mph,68%
Isla,21°C / 69.8°F,8 mph,70%
L'Ampolla,25.1°C / 77.1°F,4 mph,72%
l'Escala,22.6°C / 72.7°F,6 mph,35%
L'Hospitalet,24.3°C / 75.7°F,2 mph,66%
La,22.1°C / 71.7°F,22 mph,72%
La,20.2°C / 68.3°F,14 mph,54%
La,22.7°C / 72.9°F,10 mph,75%
La,21.8°C / 71.3°F,17 mph,87%
La,25.1°C / 77.2°F,5 mph,62%
Laredo,19.6°C / 67.3°F,1 mph,54%
Las,21.3°C / 70.3°F,29 mph,64%
Las,21.7°C / 71.1°F,5 mph,64%
Laxe,16.4°C / 61.6°F,3 mph,78%
Lekeitio,20.4°C / 68.7°F,6 mph,49%
Llanes,19°C / 66.2°F,7 mph,59%
Lloret,23.1°C / 73.5°F,5 mph,64%
Los,22.7°C / 72.9°F,6 mph,57%
Luanco,18°C / 64.4°F,6 mph,86%
Magaluf,24.9°C / 76.8°F,3 mph,42%
Málaga,20.8°C / 69.5°F,3 mph,33%
Malpica,16.2°C / 61.2°F,3 mph,86%
Maó,24.5°C / 76.1°F,0 mph,83%
Mataró,23.6°C / 74.4°F,5 mph,73%
Melilla,21.1°C / 69.9°F,3 mph,83%
Miño,16.3°C / 61.3°F,2 mph,85%
Montgat,23.8°C / 74.9°F,3 mph,71%
Moraira,23.5°C / 74.3°F,1 mph,63%
Mugardos,16.3°C / 61.4°F,6 mph,85%
Mugia,16.6°C / 61.8°F,7 mph,92%
Mundaka,20.2°C / 68.4°F,6 mph,48%
Muros,16.4°C / 61.6°F,5 mph,73%
Mutriku,20.3°C / 68.6°F,4 mph,39%
Navia,17.6°C / 63.6°F,2 mph,87%
Noia,16.8°C / 62.3°F,4 mph,94%
Noja,19.6°C / 67.3°F,3 mph,56%
Nou,23.9°C / 75.1°F,1 mph,76%
O,17°C / 62.6°F,3 mph,92%
Ondarroa,20.4°C / 68.7°F,7 mph,39%
Orio,20.3°C / 68.6°F,1 mph,71%
Orpesa/Oropesa,24.8°C / 76.6°F,2 mph,66%
Palamós,22.8°C / 73°F,1 mph,92%
Palma,24.9°C / 76.9°F,5 mph,40%
Pasaia,20.5°C / 68.9°F,3 mph,76%
Peníscola,25.3°C / 77.6°F,2 mph,69%
Playa,21.3°C / 70.3°F,11 mph,83%
Playa,21.8°C / 71.2°F,2 mph,62%
Plentzia,19.7°C / 67.5°F,5 mph,66%
Poio,16.7°C / 62.1°F,7 mph,94%
Pontevedra,16.7°C / 62.1°F,8 mph,94%
Port,26.1°C / 78.9°F,1 mph,61%
Portbou,22.3°C / 72.2°F,4 mph,82%
Porto,16.4°C / 61.6°F,4 mph,94%
Portugalete,19.5°C / 67.1°F,10 mph,59%
Puerto,21.6°C / 70.9°F,20 mph,82%
Puerto,21.2°C / 70.2°F,11 mph,78%
Puerto,21.2°C / 70.1°F,18 mph,73%
Puerto,21.7°C / 71.1°F,11 mph,64%
Puerto,21.5°C / 70.7°F,10 mph,67%
Punta,21.3°C / 70.3°F,7 mph,51%
Redondela,16.7°C / 62.1°F,2 mph,79%
Retamar,21.2°C / 70.1°F,11 mph,65%
Rianxo,17.2°C / 62.9°F,2 mph,93%
Ribadeo,17.4°C / 63.4°F,6 mph,52%
Ribadesella,18.7°C / 65.7°F,6 mph,79%
Rincón,20.7°C / 69.3°F,2 mph,47%
Roses,22.4°C / 72.3°F,4 mph,82%
Rota,21.8°C / 71.3°F,6 mph,57%
s'Arenal,25°C / 77°F,2 mph,39%
Sada,16.2°C / 61.2°F,7 mph,79%
Salou,25.2°C / 77.3°F,6 mph,54%
San,21.7°C / 71.1°F,12 mph,73%
San,19.1°C / 66.3°F,2 mph,56%
Sant,23.8°C / 74.8°F,5 mph,67%
Sant,25.4°C / 77.7°F,2 mph,73%
Sant,22.9°C / 73.2°F,4 mph,93%
Sant,24.1°C / 75.3°F,6 mph,68%
Santa,22.1°C / 71.7°F,21 mph,84%
Santa,23.9°C / 75.1°F,1 mph,68%
Santa,23.3°C / 74°F,2 mph,68%
Santa,24.8°C / 76.7°F,2 mph,39%
Santa,23.3°C / 73.9°F,5 mph,66%
Santander,19.4°C / 67°F,2 mph,87%
Santoña,19.6°C / 67.3°F,6 mph,38%
Sants-Montjuïc,24.2°C / 75.5°F,3 mph,78%
Santurtzi,19.5°C / 67.1°F,10 mph,59%
Sanxenxo,16.8°C / 62.2°F,3 mph,90%
Sestao,19.6°C / 67.2°F,10 mph,59%
Sitges,24.3°C / 75.7°F,1 mph,51%
Soto,17.8°C / 64°F,3 mph,85%
Suances,19.3°C / 66.8°F,2 mph,84%
Tapia,17.5°C / 63.5°F,4 mph,85%
Tarifa,20.9°C / 69.6°F,15 mph,85%
Tarragona,25°C / 77°F,2 mph,57%
Torrevieja,23.1°C / 73.5°F,4 mph,54%
Tossa,23°C / 73.4°F,4 mph,64%
Valencia,24.1°C / 75.3°F,10 mph,40%
Vigo,16.7°C / 62.1°F,3 mph,66%
